entry_ts,exit_ts,entry_price,exit_price,position,pnl,pnl_pct,regime,strategy,exit_reason,mae,mfe,pnl_R,reward_multiple,stop_distance_pct,take_profit_multiple,hold_time_hours,trade_type
2024-11-17 21:00:00+00:00,2024-11-18 01:00:00+00:00,89137.98,90747.57,0.0001682784375414385652445792467,0.2555884309920417761317902874,1.703922873280278507545268583,ranging,range_rsi_bb,signal_exit,-0.4666697629899174291362671669,2.016491735621561089896809418,0.25948064060105763,1.5,6.566666666666666,1.5,4.0,long
2024-11-18 06:00:00+00:00,2024-11-18 15:00:00+00:00,92061.84,92309.51,0.0001633503986521321566722951501,0.02537819797629059140536454395,0.1687566639988946560268619442,ranging,range_rsi_bb,signal_exit,-2.916452680068093359854636840,0.5780462350089896095928562801,0.02569898436531391,1.5,6.566666666666666,1.5,9.0,long
2024-11-19 18:00:00+00:00,2024-11-19 23:00:00+00:00,93646.15,92310.79,0.0001606274790191080984656664820,-0.2293231598669184840318758542,-1.524537623810482331628155562,ranging,range_rsi_bb,signal_exit,-2.483978252175876958102388619,0.2769574616788837554987578240,-0.232163089920378,1.5,6.566666666666666,1.5,5.0,long
2024-11-20 13:00:00+00:00,2024-11-22 15:00:00+00:00,94382.88,98664.0,0.0001590092029440637124288408220,0.6650489949086169384302798690,4.431371452110806536100614858,ranging,range_rsi_bb,signal_exit,-1.318968016233452507488646246,5.336889486737425261869525490,0.6748281399153513,1.5,6.566666666666666,1.5,50.0,long
2024-11-23 16:00:00+00:00,2024-11-24 01:00:00+00:00,97708.85,98182.4,0.0001546175588966762439972462456,0.05803842200090400968626072982,0.3841694994875080404692103122,ranging,range_rsi_bb,signal_exit,-0.5862826141132558616747612934,0.7073566007582731758689207784,0.05850296946510275,1.5,6.566666666666666,1.5,9.0,long
2024-11-24 11:00:00+00:00,2024-11-25 02:00:00+00:00,97280.03,97368.63,0.0001553886201813634332220423135,-0.00136254531658090884145379689,-0.009013802730118401484867963127,ranging,range_rsi_bb,signal_exit,-1.588465793030697050566287860,1.119890690823183339890006202,-0.0013726603142312287,1.5,6.566666666666666,1.5,15.0,long
2024-11-25 14:00:00+00:00,2024-11-28 22:00:00+00:00,95385.49,95651.79,0.0001584727955069911900480571506,0.02704309888696408906747076672,0.1789037410197295207059270754,ranging,range_rsi_bb,signal_exit,-4.816655027929300357947524304,1.910898607324866706665762266,0.027244224520770993,1.5,6.566666666666666,1.5,80.0,long
2024-11-29 02:00:00+00:00,2024-11-30 16:00:00+00:00,96739.98,96871.31,0.0001562958945819215354580099715,0.00538575177967111379467157363,0.03561990606158901418007322313,ranging,range_rsi_bb,signal_exit,-1.178364932471559328418302340,1.943364056928686567849197405,0.005424351176891728,1.5,6.566666666666666,1.5,38.0,long
2024-12-01 01:00:00+00:00,2024-12-01 08:00:00+00:00,96106.62,97048.01,0.0001573343186838133353232730089,0.1328439717327851323353896256,0.8785471697995413843500062741,ranging,range_rsi_bb,signal_exit,-0.4294605303984262478484832783,1.115864859257353967916049904,0.13378890910652916,1.5,6.566666666666666,1.5,7.0,long
2024-12-01 21:00:00+00:00,2024-12-02 15:00:00+00:00,97767.62,97048.0,0.0001548651401605569015456925786,-0.1264734042846416836715176668,-0.8353154142445116286966993778,ranging,range_rsi_bb,signal_exit,-3.070157583870815306744707501,0.3706544150302523473518123894,-0.12720539303215914,1.5,6.566666666666666,1.5,18.0,long
2024-12-03 10:00:00+00:00,2024-12-03 15:00:00+00:00,94697.9,95682.54,0.0001596849049854470889654993089,0.1419530875362043811711642933,0.9387298556778978203318130607,ranging,range_rsi_bb,signal_exit,-1.182423263873855703241571355,1.639001498449279234280802425,0.14295378512861387,1.5,6.566666666666666,1.5,5.0,long
2024-12-04 16:00:00+00:00,2024-12-04 18:00:00+00:00,94847.81,96111.01,0.0001596570139779906414636419295,0.1863339431899889799752539812,1.230485964831449455712261569,ranging,range_rsi_bb,signal_exit,-0.1711162334691755139101261273,1.452505861758958904797063844,0.1873836494667182,1.5,6.566666666666666,1.5,2.0,long
2024-12-04 20:00:00+00:00,2024-12-07 18:00:00+00:00,98747.97,100123.32,0.0001536342288193904025603556178,0.1959184675517115426809057941,1.291395337038320889026883286,ranging,range_rsi_bb,signal_exit,-8.352546386523186248790734635,5.407736483089221986031712854,0.19665918838147017,1.5,6.566666666666666,1.5,70.0,long
2024-12-08 08:00:00+00:00,2024-12-08 12:00:00+00:00,98980.01,99922.48,0.0001535709684062777486254048229,0.1293908385747076695355182425,0.8512299806799372923886348365,ranging,range_rsi_bb,signal_exit,-0.3256314077963823200260335395,1.232562009238026951098509689,0.12962893106801077,1.5,6.566666666666666,1.5,4.0,long
2024-12-08 23:00:00+00:00,2024-12-09 14:00:00+00:00,101109.59,100156.26,0.0001505283980911134321892748585,-0.1585795991287982289128427828,-1.041925162588434984258169774,ranging,range_rsi_bb,signal_exit,-3.126884403348881149651581022,0.1051730107895799003833365361,-0.15866880648554849,1.5,6.566666666666666,1.5,15.0,long
2024-12-09 20:00:00+00:00,2024-12-13 10:00:00+00:00,96252.01,100457.62,0.0001578780295027599115884796268,0.6481133685629650676260367206,4.265004315234559776985436461,ranging,range_rsi_bb,signal_exit,-2.183808940717186061880681764,6.532840197311204202384968376,0.6494930429291208,1.5,6.566666666666666,1.5,86.0,long
2024-12-15 11:00:00+00:00,2024-12-20 08:00:00+00:00,102671.44,95473.74,0.0001489537370836952009045296572,-1.086345483773670021400939943,-7.103410393386904868578837503,ranging,trend_macd,stop_loss,-7.179640219324867752901878069,5.533729730487855239977154309,-1.081737623358412,1.5,6.566666666666666,1.5,117.0,long
2024-12-20 15:00:00+00:00,2024-12-21 04:00:00+00:00,96991.62,97588.0,0.0001559963928553656109130584832,0.07780975278511352379854626695,0.5142629847815718512589025732,trending_down,range_rsi_bb,stop_loss,-1.647338192722216620363697400,0.8504033647442944039907777600,0.07831416011902109,1.5,6.566666666666666,1.5,13.0,long
2024-12-22 04:00:00+00:00,2024-12-22 10:00:00+00:00,96076.01,97009.03,0.0001576045291651485456496060087,0.1317591153037491258426163994,0.8701557964365922356684046304,ranging,range_rsi_bb,signal_exit,-0.1933156882763969902580259109,1.327657133138647202355718144,0.132511034990344,1.5,6.566666666666666,1.5,6.0,long
2024-12-22 14:00:00+00:00,2024-12-24 05:00:00+00:00,95363.44,94606.06,0.0001589894218099899258268514207,-0.1354567710695713855449113841,-0.8934095288508887682742988295,ranging,range_rsi_bb,signal_exit,-2.981687741130143795148329381,1.232631708755472747207944680,-0.13605221251536379,1.5,6.566666666666666,1.5,39.0,long
2024-12-24 13:00:00+00:00,2024-12-27 02:00:00+00:00,96085.02,96073.77,0.0001575839779369482358890247318,-0.01691250660379010697045943584,-0.1116966723845194599532788774,ranging,range_rsi_bb,signal_exit,-0.9219751424311510784927765015,4.036716649483967428013232448,-0.017009645540789764,1.5,6.566666666666666,1.5,61.0,long
2024-12-27 15:00:00+00:00,2024-12-28 16:00:00+00:00,94573.75,94874.89,0.0001600753147227498271805452383,0.03301795239957261260587615344,0.2180997475515140300559087485,ranging,range_rsi_bb,signal_exit,-1.135346753195257669279266181,0.8105949060918066588244623905,0.033213159525611276,1.5,6.566666666666666,1.5,25.0,long
2024-12-28 22:00:00+00:00,2024-12-31 08:00:00+00:00,95326.4,93933.38,0.0001588633944911440834879631630,-0.2362224613968800750094290145,-1.559854751674247637590426157,ranging,range_rsi_bb,signal_exit,-3.982055338290337199348763826,0.08654475570251263028919585760,-0.2375413327422712,1.5,6.566666666666666,1.5,58.0,long
2024-12-31 13:00:00+00:00,2024-12-31 21:00:00+00:00,95587.12,93899.68,0.0001580593925145047298104133414,-0.2815574676827822507589681622,-1.863577101182669799027316651,ranging,range_rsi_bb,signal_exit,-2.508214495844209973059131816,0.6934825528795092895360797564,-0.2837934671851781,1.5,6.566666666666666,1.5,8.0,long
2025-01-01 20:00:00+00:00,2025-01-03 14:00:00+00:00,94786.23,97016.01,0.0001589493378865120810411144328,0.3390014240786956731444505718,2.250077875235675055332404296,ranging,range_rsi_bb,signal_exit,-0.4159148433269262845457615521,3.221216837086990378243759668,0.3426514530815749,1.5,6.566666666666666,1.5,42.0,long
2025-01-03 15:00:00+00:00,2025-01-04 17:00:00+00:00,97521.35,98016.26,0.0001550128121982566111145239444,0.06152361478128368786496897661,0.4069813840764099348501635794,ranging,range_rsi_bb,signal_exit,-0.1177280667259015589919540695,1.492555219959526811308498088,0.06197686051925024,1.5,6.566666666666666,1.5,26.0,long
2025-01-04 20:00:00+00:00,2025-01-05 19:00:00+00:00,98599.02,98079.63,0.0001534121460343890326241896220,-0.09472734104936016325051629495,-0.6262431715852753911752875436,ranging,range_rsi_bb,signal_exit,-1.341017385365493490706094239,0.1819592121706686334204944430,-0.09536698044445818,1.5,6.566666666666666,1.5,23.0,long
2025-01-05 22:00:00+00:00,2025-01-09 13:00:00+00:00,98695.21,91986.42,0.0001531186584833270114223937269,-1.041325762075443302430485918,-6.890685393951742946795492912,ranging,trend_macd,stop_loss,-6.884923797213664168706870374,4.082437232769452539793977844,-1.0493429533936665,1.5,6.566666666666666,1.5,87.0,long
2025-01-09 15:00:00+00:00,2025-01-10 14:00:00+00:00,94244.02,94115.63,0.0001586931381918865981697403686,-0.03531011669006278841431492765,-0.2360952238667238515504750328,trending_down,range_rsi_bb,signal_exit,-3.226040230457062421573273296,1.113471178330465954232427691,-0.03595358739087165,1.5,6.566666666666666,1.5,23.0,long
2025-01-12 09:00:00+00:00,2025-01-12 13:00:00+00:00,93906.22,94663.78,0.0001592075878692105270276966473,0.1055381081938175127508679428,0.7059130055495791439587281867,ranging,range_rsi_bb,signal_exit,-0.07423363436415606974703060138,0.8772794815934450348443372548,0.10749944246947905,1.5,6.566666666666666,1.5,4.0,long
